Site.Code,Spp1,Spp2,Mean.SIF,sd.SIF,lci.SIF,hci.SIF,RHat
CAX,Leopardus wiedii,Tapirus terrestris,2.217583673,0.786249896,1.002275818,4.037156452,1.001094981
CAX,Leopardus wiedii,Tayassu pecari,2.206684561,1.348706453,0.633784798,5.620347208,1.002731807
CAX,Mazama americana,Mazama nemorivaga,1.059607788,0.092566132,0.895848607,1.268165311,1.001337233
CAX,Mazama americana,Myrmecophaga tridactyla,0.909219916,0.202833014,0.403494425,1.228750727,1.001376882
CAX,Mazama americana,Nasua nasua,1.063302382,0.10800724,0.863922689,1.308951465,1.00107901
CAX,Mazama americana,Panthera onca,1.024402573,0.112464539,0.773423518,1.257272623,1.001041618
CAX,Mazama americana,Pecari tajacu,1.039774484,0.083605112,0.881005224,1.229656481,1.000998394
CAX,Mazama americana,Puma concolor,1.011127255,0.134844999,0.711816263,1.283480084,1.001001629
CAX,Mazama americana,Tapirus terrestris,0.924561248,0.130021821,0.618300749,1.141202315,1.001545661
CAX,Mazama americana,Tayassu pecari,0.96449164,0.159566375,0.561358653,1.238339751,1.001312387
CAX,Mazama nemorivaga,Myrmecophaga tridactyla,1.060788867,0.340274392,0.395759576,1.754160398,1.001475271
CAX,Mazama nemorivaga,Nasua nasua,1.053438467,0.210825022,0.640587711,1.492887757,1.001026576
CAX,Mazama nemorivaga,Panthera onca,1.378098403,0.275772329,0.903597019,1.972849244,1.000986535
CAX,Mazama nemorivaga,Pecari tajacu,1.10957074,0.164615156,0.799728398,1.455275845,1.001271719
CAX,Mazama nemorivaga,Puma concolor,1.196714236,0.28038726,0.666363666,1.777999132,1.001042528
CAX,Mazama nemorivaga,Tapirus terrestris,1.160112036,0.231921435,0.721090437,1.645806107,1.001129987
CAX,Mazama nemorivaga,Tayassu pecari,0.970540465,0.308478508,0.356319513,1.592816849,1.001651614
CAX,Myrmecophaga tridactyla,Nasua nasua,1.481906718,0.552488349,0.718526215,2.835049541,1.001114402
CAX,Myrmecophaga tridactyla,Panthera onca,1.098176583,0.466235954,0.294357788,2.243865354,1.002596429
CAX,Myrmecophaga tridactyla,Pecari tajacu,1.185135926,0.304879167,0.635023174,1.886439676,1.001211391
CAX,Myrmecophaga tridactyla,Puma concolor,1.20849391,0.598408038,0.290593465,2.701829467,1.001161964
CAX,Myrmecophaga tridactyla,Tapirus terrestris,0.67929771,0.43570029,0.030361189,1.585315733,1.001023687
CAX,Myrmecophaga tridactyla,Tayassu pecari,1.360413889,0.773361445,0.351028422,3.421001231,1.001311793
CAX,Nasua nasua,Panthera onca,1.23207734,0.323175816,0.757302424,2.031140415,1.001265286
CAX,Nasua nasua,Pecari tajacu,1.257861721,0.239264159,0.90005908,1.802778544,1.00114372
CAX,Nasua nasua,Puma concolor,0.781935169,0.325430017,0.156093568,1.391054231,1.00099296
CAX,Nasua nasua,Tapirus terrestris,0.971373047,0.255720576,0.439589971,1.514465201,1.001169145
CAX,Nasua nasua,Tayassu pecari,1.302547973,0.441890975,0.680917108,2.42033613,1.001435026
CAX,Panthera onca,Pecari tajacu,0.97823655,0.20752168,0.489846486,1.380960357,1.001220059
CAX,Panthera onca,Puma concolor,0.9181887,0.33924213,0.22982054,1.630469297,1.001132882
CAX,Panthera onca,Tapirus terrestris,1.080088229,0.286988592,0.547012569,1.764109744,1.001074549
CAX,Panthera onca,Tayassu pecari,1.029932985,0.354959602,0.335616454,1.869717061,1.001112748
CAX,Pecari tajacu,Puma concolor,0.778311808,0.268703492,0.243910444,1.258685577,1.001248013
CAX,Pecari tajacu,Tapirus terrestris,1.145940115,0.220548967,0.76048021,1.644181787,1.001013653
CAX,Pecari tajacu,Tayassu pecari,1.254638156,0.298026619,0.785619076,1.954983664,1.001004341
CAX,Puma concolor,Tapirus terrestris,0.9871555,0.360893985,0.326898693,1.774977259,1.001229861
CAX,Puma concolor,Tayassu pecari,1.102034952,0.495371153,0.271074204,2.307924389,1.001602647
CAX,Tapirus terrestris,Tayassu pecari,1.444388593,0.518174759,0.678419547,2.68740916,1.001111219
COU,Cuniculus paca,Dasyprocta punctata,1.111312742,0.060356398,1.011636593,1.248951467,1.000998071
COU,Cuniculus paca,Dasypus kappleri,0.912559578,0.197964682,0.455913521,1.227174443,1.001426695
COU,Cuniculus paca,Dasypus novemcinctus,1.121445626,0.10478876,0.903445698,1.328012698,1.000991648
COU,Cuniculus paca,Didelphis marsupialis,1.026289915,0.100882302,0.81606467,1.217822019,1.001029612
COU,Cuniculus paca,Eira barbara,1.155141004,0.103066754,0.963236676,1.36812085,1.001242798
COU,Cuniculus paca,Leopardus pardalis,0.966346929,0.0530266,0.85767841,1.071678329,1.001016025
COU,Cuniculus paca,Mazama americana,1.009763854,0.046631208,0.921992734,1.110233509,1.001060469
COU,Cuniculus paca,Myoprocta pratti,1.065887571,0.08909413,0.886984707,1.244390749,1.000987196
COU,Cuniculus paca,Myrmecophaga tridactyla,1.157469812,0.105152172,0.95158638,1.370956758,1.001131169
COU,Cuniculus paca,Panthera onca,1.042376013,0.135009921,0.735023131,1.281723758,1.001034494
COU,Cuniculus paca,Pecari tajacu,1.010436699,0.059200376,0.8967812,1.133343666,1.001081009
COU,Cuniculus paca,Priodontes maximus,1.138552491,0.117477424,0.886124227,1.362282651,1.001150994
COU,Cuniculus paca,Procyon cancrivorus,0.545636621,0.25256446,0.099429655,1.030086301,1.001010994
COU,Cuniculus paca,Puma concolor,0.899575594,0.144192944,0.560040714,1.127945372,1.001189974
COU,Cuniculus paca,Puma yagouaroundi,1.079623396,0.143706273,0.745220457,1.330399378,1.001003121
COU,Cuniculus paca,Tapirus terrestris,0.964218903,0.059194428,0.843922926,1.082265572,1.001149078
COU,Dasyprocta punctata,Dasypus kappleri,1.039895104,0.253125268,0.497361021,1.493098811,1.001240295
COU,Dasyprocta punctata,Dasypus novemcinctus,1.139270808,0.161266786,0.813375265,1.455463922,1.001116817
COU,Dasyprocta punctata,Didelphis marsupialis,0.950791363,0.146804492,0.653745998,1.229931681,1.001097607
COU,Dasyprocta punctata,Eira barbara,0.959832112,0.162084918,0.607575572,1.262839439,1.00173504
COU,Dasyprocta punctata,Leopardus pardalis,0.984110989,0.078375366,0.828281474,1.140493157,1.001298221
COU,Dasyprocta punctata,Mazama americana,1.056023379,0.067892364,0.930962568,1.20111927,1.001061454
COU,Dasyprocta punctata,Myoprocta pratti,1.063794169,0.128055097,0.809288066,1.316592221,1.000986374
COU,Dasyprocta punctata,Myrmecophaga tridactyla,0.945607222,0.172981015,0.574908115,1.265957488,1.001233489
COU,Dasyprocta punctata,Panthera onca,0.585666841,0.230842822,0.168381946,1.031325304,1.001346395
COU,Dasyprocta punctata,Pecari tajacu,1.028315237,0.085029802,0.863340041,1.202945677,1.001104717
COU,Dasyprocta punctata,Priodontes maximus,1.099532991,0.199809982,0.686167797,1.476165113,1.001000578
COU,Dasyprocta punctata,Procyon cancrivorus,0.633141744,0.301411295,0.117324393,1.226176293,1.001088224
COU,Dasyprocta punctata,Puma concolor,0.864268393,0.194976417,0.442538378,1.209257234,1.001258854
COU,Dasyprocta punctata,Puma yagouaroundi,0.626353686,0.280478886,0.11815599,1.14352568,1.001048761
COU,Dasyprocta punctata,Tapirus terrestris,1.012736678,0.087285549,0.842201778,1.190094748,1.001038952
COU,Dasypus kappleri,Dasypus novemcinctus,0.715914339,0.5550026,0.025394013,2.058051697,1.001070967
COU,Dasypus kappleri,Didelphis marsupialis,1.08589917,0.530116771,0.208834021,2.255012462,1.001151392
COU,Dasypus kappleri,Eira barbara,0.714634767,0.464251007,0.033681228,1.742829503,1.001151913
COU,Dasypus kappleri,Leopardus pardalis,0.868807506,0.291193411,0.281284417,1.39846284,1.001416272
COU,Dasypus kappleri,Mazama americana,1.01605818,0.24078928,0.479732765,1.433616649,1.001057689
COU,Dasypus kappleri,Myoprocta pratti,1.373890131,0.538605307,0.446698222,2.519334486,1.001161451
COU,Dasypus kappleri,Myrmecophaga tridactyla,1.168164241,0.585256436,0.258240616,2.583576683,1.00101097
COU,Dasypus kappleri,Panthera onca,2.342460543,1.244231431,0.670944939,5.350513789,1.001317776
COU,Dasypus kappleri,Pecari tajacu,0.636613847,0.312899552,0.107576851,1.249064567,1.001058607
COU,Dasypus kappleri,Priodontes maximus,1.628076649,0.92611271,0.313705158,3.859897498,1.002388606
COU,Dasypus kappleri,Procyon cancrivorus,1.575545882,1.403544809,0.056216637,5.213950531,1.001229952
COU,Dasypus kappleri,Puma concolor,0.762943261,0.512174703,0.035477802,1.954041543,1.001097514
COU,Dasypus kappleri,Puma yagouaroundi,1.036723489,0.820122184,0.048228165,3.166380265,1.000997992
COU,Dasypus kappleri,Tapirus terrestris,0.647461728,0.319809508,0.10944691,1.285366825,1.001116107
COU,Dasypus novemcinctus,Didelphis marsupialis,1.200203742,0.366859315,0.532416793,1.967820369,1.001136791
COU,Dasypus novemcinctus,Eira barbara,1.769498656,0.548276,0.885654909,2.986282758,1.00131334
COU,Dasypus novemcinctus,Leopardus pardalis,1.284029425,0.175311319,0.942048747,1.64097856,1.001061261
COU,Dasypus novemcinctus,Mazama americana,1.180111921,0.147690256,0.880198014,1.471580866,1.001092452
COU,Dasypus novemcinctus,Myoprocta pratti,1.006030318,0.315690658,0.433273497,1.660890904,1.001132125
COU,Dasypus novemcinctus,Myrmecophaga tridactyla,1.834533035,0.556291293,0.918944836,3.069932836,1.001256043
COU,Dasypus novemcinctus,Panthera onca,0.925671865,0.469716827,0.168201333,1.976309659,1.001046411
COU,Dasypus novemcinctus,Pecari tajacu,1.121201548,0.198247602,0.723606288,1.509068778,1.001176229
COU,Dasypus novemcinctus,Priodontes maximus,1.685663371,0.585207704,0.679938017,2.967402572,1.001013321
COU,Dasypus novemcinctus,Procyon cancrivorus,0.831837778,0.649705845,0.028789877,2.383724709,1.00109671
COU,Dasypus novemcinctus,Puma concolor,1.367680302,0.489685777,0.586331996,2.503712074,1.001091701
COU,Dasypus novemcinctus,Puma yagouaroundi,1.182373966,0.600472153,0.240445794,2.588852377,1.001112773
COU,Dasypus novemcinctus,Tapirus terrestris,1.006480241,0.207975595,0.595071703,1.410615162,1.001332352
COU,Didelphis marsupialis,Eira barbara,0.909898714,0.312760916,0.310139216,1.560065244,1.001180488
COU,Didelphis marsupialis,Leopardus pardalis,0.603876288,0.166630296,0.285831436,0.932657828,1.001084264
COU,Didelphis marsupialis,Mazama americana,0.994677385,0.136356515,0.714038484,1.257980093,1.00102842
COU,Didelphis marsupialis,Myoprocta pratti,0.969364053,0.266484859,0.473769431,1.518689523,1.001237083
COU,Didelphis marsupialis,Myrmecophaga tridactyla,1.308010553,0.381080134,0.654857432,2.159361915,1.001142986
COU,Didelphis marsupialis,Panthera onca,1.091177192,0.42063788,0.353360307,2.024098375,1.001012383
COU,Didelphis marsupialis,Pecari tajacu,1.184101331,0.173111527,0.855019036,1.541285827,1.001015346
COU,Didelphis marsupialis,Priodontes maximus,1.61777578,0.480799505,0.777622823,2.663460941,1.001152455
COU,Didelphis marsupialis,Procyon cancrivorus,1.703215951,0.642128493,0.584592794,3.092170247,1.001107523
COU,Didelphis marsupialis,Puma concolor,0.760531711,0.347258965,0.142585309,1.468109264,1.001032159
COU,Didelphis marsupialis,Puma yagouaroundi,1.381904323,0.523746273,0.505728316,2.565991291,1.001402112
COU,Didelphis marsupialis,Tapirus terrestris,0.835867318,0.179412105,0.482132433,1.186393593,1.000987735
COU,Eira barbara,Leopardus pardalis,1.031444789,0.152086941,0.702399691,1.349806647,1.001200746
COU,Eira barbara,Mazama americana,1.035057687,0.130637441,0.752080519,1.306060889,1.001042852
COU,Eira barbara,Myoprocta pratti,1.249672362,0.340104644,0.721964198,2.034779427,1.001479408
COU,Eira barbara,Myrmecophaga tridactyla,1.383670102,0.458679848,0.791744738,2.537831053,1.001082578
COU,Eira barbara,Panthera onca,0.971483082,0.355412033,0.266206448,1.784136945,1.001959507
COU,Eira barbara,Pecari tajacu,0.989594705,0.167973076,0.605743031,1.319282418,1.001017853
COU,Eira barbara,Priodontes maximus,1.141246166,0.41676502,0.461142788,2.189642115,1.001246515
COU,Eira barbara,Procyon cancrivorus,0.699318635,0.443230316,0.03682557,1.70633013,1.000995351
COU,Eira barbara,Puma concolor,1.443722786,0.520389214,0.822712095,2.773548133,1.001143206
COU,Eira barbara,Puma yagouaroundi,1.063228468,0.407623228,0.324602491,2.059272392,1.001569227
COU,Eira barbara,Tapirus terrestris,1.135617667,0.184614022,0.814643623,1.548229206,1.001091899
COU,Leopardus pardalis,Mazama americana,0.973678265,0.071439899,0.830872821,1.115685436,1.000997792
COU,Leopardus pardalis,Myoprocta pratti,1.016960934,0.142654462,0.730667964,1.297621481,1.000994884
COU,Leopardus pardalis,Myrmecophaga tridactyla,1.02511561,0.176925889,0.65499302,1.37262049,1.001238519
COU,Leopardus pardalis,Panthera onca,0.973793575,0.215238063,0.516637351,1.379660434,1.000999014
COU,Leopardus pardalis,Pecari tajacu,0.991066484,0.091154238,0.81145212,1.174176993,1.001343077
COU,Leopardus pardalis,Priodontes maximus,1.051320453,0.213499546,0.602231505,1.453393666,1.001181596
COU,Leopardus pardalis,Procyon cancrivorus,0.689388567,0.316628349,0.1304348,1.302934881,1.001236598
COU,Leopardus pardalis,Puma concolor,1.13861023,0.184051943,0.786992543,1.519106322,1.001085292
COU,Leopardus pardalis,Puma yagouaroundi,0.91123535,0.255642472,0.356211501,1.370387822,1.001289704
COU,Leopardus pardalis,Tapirus terrestris,1.002857477,0.094970429,0.816920552,1.195453694,1.001017642
COU,Mazama americana,Myoprocta pratti,0.880841117,0.122292399,0.629913986,1.111979721,1.000991305
COU,Mazama americana,Myrmecophaga tridactyla,0.927936657,0.159945855,0.580797153,1.219359088,1.001116657
COU,Mazama americana,Panthera onca,0.745654386,0.21684702,0.30476304,1.129068515,1.001147014
COU,Mazama americana,Pecari tajacu,1.012958062,0.077740094,0.862614826,1.172717595,1.001154717
COU,Mazama americana,Priodontes maximus,0.804380661,0.204466108,0.385322589,1.173356852,1.001096813
COU,Mazama americana,Procyon cancrivorus,0.888378354,0.277268567,0.316272744,1.366950698,1.001003338
COU,Mazama americana,Puma concolor,1.05750714,0.159171527,0.723953239,1.366263258,1.001168934
COU,Mazama americana,Puma yagouaroundi,0.85373951,0.245830478,0.321812464,1.273878584,1.001202834
COU,Mazama americana,Tapirus terrestris,1.045467838,0.0819838,0.889312531,1.215935937,1.000989631
COU,Myoprocta pratti,Myrmecophaga tridactyla,1.14103431,0.330964662,0.543784219,1.858992868,1.001414017
COU,Myoprocta pratti,Panthera onca,1.205714753,0.407147696,0.490190685,2.084135618,1.001253379
COU,Myoprocta pratti,Pecari tajacu,1.384695576,0.163635191,1.096090352,1.74269017,1.000992078
COU,Myoprocta pratti,Priodontes maximus,1.149130985,0.397954233,0.439848048,1.99598733,1.001559129
COU,Myoprocta pratti,Procyon cancrivorus,0.572715307,0.456738773,0.019223893,1.671021139,1.001058601
COU,Myoprocta pratti,Puma concolor,1.292114343,0.383178653,0.646304817,2.146200439,1.001118641
COU,Myoprocta pratti,Puma yagouaroundi,0.925483074,0.442681389,0.179554548,1.917199829,1.001252136
COU,Myoprocta pratti,Tapirus terrestris,1.180874311,0.163723494,0.86516275,1.51762062,1.001099363
COU,Myrmecophaga tridactyla,Panthera onca,1.239643218,0.473271129,0.501223513,2.413423846,1.001787358
COU,Myrmecophaga tridactyla,Pecari tajacu,1.13968481,0.187778163,0.79134736,1.540153143,1.001204616
COU,Myrmecophaga tridactyla,Priodontes maximus,0.957764325,0.41934808,0.214767748,1.929818062,1.001146443
COU,Myrmecophaga tridactyla,Procyon cancrivorus,0.726917434,0.498149506,0.033722403,1.931801097,1.001074498
COU,Myrmecophaga tridactyla,Puma concolor,1.12073105,0.353205071,0.489144295,1.983810064,1.000994214
COU,Myrmecophaga tridactyla,Puma yagouaroundi,1.869085531,0.874578006,0.798394701,4.036234349,1.001350025
COU,Myrmecophaga tridactyla,Tapirus terrestris,1.061757962,0.18615082,0.683072284,1.456534606,1.000997148
COU,Panthera onca,Pecari tajacu,0.697766771,0.264269386,0.202085479,1.179685742,1.001082603
COU,Panthera onca,Priodontes maximus,1.145556884,0.575373502,0.24889495,2.555047758,1.001246031
COU,Panthera onca,Procyon cancrivorus,0.948163528,0.7569133,0.041798987,2.91177011,1.001345911
COU,Panthera onca,Puma concolor,0.713176085,0.429441517,0.034933547,1.593669249,1.001122666
COU,Panthera onca,Puma yagouaroundi,1.344949906,0.736769158,0.328519875,3.254533318,1.001880413
COU,Panthera onca,Tapirus terrestris,1.017583584,0.234113339,0.529053975,1.482083411,1.001095052
COU,Pecari tajacu,Priodontes maximus,0.962606532,0.238026819,0.473178514,1.409438179,1.001180389
COU,Pecari tajacu,Procyon cancrivorus,0.718441931,0.328898252,0.133730136,1.352538115,1.001031779
COU,Pecari tajacu,Puma concolor,1.075743961,0.194783595,0.682879343,1.474613368,1.001051668
COU,Pecari tajacu,Puma yagouaroundi,1.121013739,0.246009215,0.608110486,1.602351381,1.001060007
COU,Pecari tajacu,Tapirus terrestris,1.16405691,0.109069019,0.966719643,1.39860338,1.001138469
COU,Priodontes maximus,Procyon cancrivorus,1.049496938,0.844016156,0.039405999,3.170176345,1.001097333
COU,Priodontes maximus,Puma concolor,0.644591299,0.430844899,0.026651902,1.569416093,1.001046308
COU,Priodontes maximus,Puma yagouaroundi,0.855090696,0.593495118,0.039524123,2.267500548,1.000990092
COU,Priodontes maximus,Tapirus terrestris,0.781618926,0.256452955,0.292068176,1.272346292,1.001178718
COU,Procyon cancrivorus,Puma concolor,0.761437285,0.573291513,0.030047146,2.17022367,1.001376893
COU,Procyon cancrivorus,Puma yagouaroundi,1.127730434,1.019373499,0.043242366,3.839477709,1.001114721
COU,Procyon cancrivorus,Tapirus terrestris,1.016636408,0.336361257,0.340915288,1.629158499,1.001041252
COU,Puma concolor,Puma yagouaroundi,1.121864152,0.484352404,0.338040251,2.370272857,1.001359724
COU,Puma concolor,Tapirus terrestris,1.084353993,0.193004019,0.703088454,1.502715345,1.001287707
COU,Puma yagouaroundi,Tapirus terrestris,1.131541262,0.260466199,0.596390995,1.659493429,1.001038548
CSN,Cuniculus paca,Dasyprocta leporina,1.037619253,0.05677453,0.942584447,1.170989681,1.000998745
CSN,Cuniculus paca,Dasypus kappleri,1.074091543,0.288736336,0.492481313,1.649942384,1.001093797
CSN,Cuniculus paca,Dasypus novemcinctus,1.070601229,0.141878567,0.807555505,1.375701695,1.001057463
CSN,Cuniculus paca,Didelphis marsupialis,0.817316933,0.238116679,0.365214308,1.292944727,1.001041729
CSN,Cuniculus paca,Eira barbara,1.270025224,0.308679566,0.686638891,1.911753221,1.001356812
CSN,Cuniculus paca,Leopardus pardalis,1.223087988,0.221260818,0.803215423,1.688326032,1.00098635
CSN,Cuniculus paca,Leopardus wiedii,1.157010698,0.275732167,0.622308032,1.731264575,1.001003819
CSN,Cuniculus paca,Mazama americana,1.057851879,0.080695436,0.907935446,1.231993173,1.001022469
CSN,Cuniculus paca,Mazama nemorivaga,1.349925348,0.203204221,0.993867093,1.797750878,1.000990008
CSN,Cuniculus paca,Myoprocta acouchy,1.036305637,0.176016278,0.695457874,1.395384509,1.001042386
CSN,Cuniculus paca,Myrmecophaga tridactyla,0.8649371,0.276319034,0.303811937,1.397375507,1.001320752
CSN,Cuniculus paca,Panthera onca,1.005903757,0.198573064,0.601502982,1.412761211,1.00125828
CSN,Cuniculus paca,Pecari tajacu,1.107261298,0.218074734,0.688832062,1.55554543,1.001128861
CSN,Cuniculus paca,Priodontes maximus,0.995977073,0.326764145,0.352777923,1.637822777,1.001041684
CSN,Cuniculus paca,Puma concolor,1.109662265,0.281628433,0.546140476,1.688460576,1.001059984
CSN,Cuniculus paca,Tapirus terrestris,1.150067557,0.212236316,0.749241484,1.593917624,1.001095351
CSN,Cuniculus paca,Tayassu pecari,0.996329806,0.171702277,0.649408446,1.342957242,1.001031639
CSN,Dasyprocta leporina,Dasypus kappleri,0.978919704,0.081916346,0.757182348,1.103581224,1.00122062
CSN,Dasyprocta leporina,Dasypus novemcinctus,1.025891832,0.041511026,0.96508586,1.131815286,1.001036672
CSN,Dasyprocta leporina,Didelphis marsupialis,0.984096906,0.070883388,0.809864547,1.111324221,1.000988406
CSN,Dasyprocta leporina,Eira barbara,0.968003481,0.100108775,0.67968083,1.096954905,1.001238373
CSN,Dasyprocta leporina,Leopardus pardalis,1.002174946,0.054071919,0.876818652,1.109230679,1.001101542
CSN,Dasyprocta leporina,Leopardus wiedii,0.995764429,0.068361076,0.825388806,1.120935795,1.001083121
CSN,Dasyprocta leporina,Mazama americana,1.013780596,0.024609224,0.980700073,1.079097898,1.001017764
CSN,Dasyprocta leporina,Mazama nemorivaga,0.994439624,0.048403341,0.887598248,1.097015008,1.00102008
CSN,Dasyprocta leporina,Myoprocta acouchy,0.969856477,0.054487823,0.833528118,1.056217907,1.000987602
CSN,Dasyprocta leporina,Myrmecophaga tridactyla,0.969649424,0.088029939,0.718465373,1.085084134,1.002739921
CSN,Dasyprocta leporina,Panthera onca,1.001141664,0.045547497,0.892723869,1.09083615,1.001077407
CSN,Dasyprocta leporina,Pecari tajacu,1.01378619,0.056515901,0.899295416,1.14050088,1.001099638
CSN,Dasyprocta leporina,Priodontes maximus,0.968208998,0.094023602,0.713696661,1.107618789,1.001089649
CSN,Dasyprocta leporina,Puma concolor,1.002086561,0.06491828,0.840872029,1.121229235,1.001241415
CSN,Dasyprocta leporina,Tapirus terrestris,0.977746188,0.057055027,0.839004684,1.079048891,1.001079017
CSN,Dasyprocta leporina,Tayassu pecari,1.018721532,0.042956292,0.939864831,1.120982683,1.001052966
CSN,Dasypus kappleri,Dasypus novemcinctus,0.640945007,0.303571008,0.115610228,1.210257901,1.001064166
CSN,Dasypus kappleri,Didelphis marsupialis,1.250657153,0.566734548,0.373757402,2.589822956,1.001446714
CSN,Dasypus kappleri,Eira barbara,1.342426589,0.717205199,0.325761809,3.177147591,1.001270979
CSN,Dasypus kappleri,Leopardus pardalis,2.140922343,0.662266319,1.069970221,3.669131298,1.001168286
CSN,Dasypus kappleri,Leopardus wiedii,1.148944006,0.570441057,0.252913361,2.537029803,1.00100221
CSN,Dasypus kappleri,Mazama americana,0.976060026,0.160827881,0.581124507,1.245152245,1.001132788
CSN,Dasypus kappleri,Mazama nemorivaga,0.952304524,0.362081315,0.300885086,1.733303499,1.001110599
CSN,Dasypus kappleri,Myoprocta acouchy,0.998330632,0.361640663,0.328693857,1.762822699,1.001056922
CSN,Dasypus kappleri,Myrmecophaga tridactyla,1.229759389,0.60699901,0.312471438,2.739326716,1.00098989
CSN,Dasypus kappleri,Panthera onca,1.151429859,0.397139183,0.468978134,2.107648405,1.001582357
CSN,Dasypus kappleri,Pecari tajacu,0.439319057,0.345728457,0.014310223,1.224936974,1.001070698
CSN,Dasypus kappleri,Priodontes maximus,1.504825791,0.836963218,0.329132807,3.585174473,1.001094927
CSN,Dasypus kappleri,Puma concolor,1.608015892,0.785794267,0.58187456,3.603327869,1.001345485
CSN,Dasypus kappleri,Tapirus terrestris,0.423235063,0.334057992,0.01395089,1.184818956,1.001381066
CSN,Dasypus kappleri,Tayassu pecari,0.829272789,0.340869453,0.174725475,1.494688098,1.001271687
CSN,Dasypus novemcinctus,Didelphis marsupialis,1.086922239,0.226767463,0.662079858,1.580139357,1.00100697
CSN,Dasypus novemcinctus,Eira barbara,1.000407693,0.256376767,0.435724857,1.51350972,1.001194243
CSN,Dasypus novemcinctus,Leopardus pardalis,0.807131457,0.203952182,0.385646461,1.169937683,1.001057085
CSN,Dasypus novemcinctus,Leopardus wiedii,1.210941585,0.254135734,0.767828524,1.778765736,1.001773373
CSN,Dasypus novemcinctus,Mazama americana,0.977320826,0.067175426,0.827877681,1.104957629,1.001020953
CSN,Dasypus novemcinctus,Mazama nemorivaga,1.244844051,0.193777261,0.919660348,1.675228057,1.0009917
CSN,Dasypus novemcinctus,Myoprocta acouchy,0.979200478,0.159599409,0.652389878,1.302728287,1.001127805
CSN,Dasypus novemcinctus,Myrmecophaga tridactyla,1.060613694,0.230612377,0.585719816,1.55078988,1.001129061
CSN,Dasypus novemcinctus,Panthera onca,1.10359089,0.178000781,0.77730716,1.509582586,1.001088672
CSN,Dasypus novemcinctus,Pecari tajacu,1.161369879,0.208483215,0.792842026,1.621709893,1.001009912
CSN,Dasypus novemcinctus,Priodontes maximus,0.959980315,0.279932065,0.377157882,1.51362139,1.001288556
CSN,Dasypus novemcinctus,Puma concolor,0.92694818,0.246137416,0.374199786,1.383952039,1.001457464
CSN,Dasypus novemcinctus,Tapirus terrestris,1.087619984,0.192973923,0.734146538,1.50923423,1.001178088
CSN,Dasypus novemcinctus,Tayassu pecari,1.463427125,0.233467053,1.072455806,1.995196472,1.001164112
CSN,Didelphis marsupialis,Eira barbara,1.679991252,0.778348631,0.518461708,3.502825014,1.001290547
CSN,Didelphis marsupialis,Leopardus pardalis,1.582689517,0.454954568,0.801823724,2.599027375,1.000994435
CSN,Didelphis marsupialis,Leopardus wiedii,1.730080839,0.668035135,0.660368209,3.25555053,1.002470147
CSN,Didelphis marsupialis,Mazama americana,1.11800021,0.127554299,0.86043859,1.379142614,1.00100592
CSN,Didelphis marsupialis,Mazama nemorivaga,1.266884033,0.337333983,0.646092135,1.976881705,1.001032507
CSN,Didelphis marsupialis,Myoprocta acouchy,1.020083575,0.308178891,0.454940063,1.661581459,1.001119885
CSN,Didelphis marsupialis,Myrmecophaga tridactyla,0.937407795,0.488404202,0.171674212,2.079116831,1.001096729
CSN,Didelphis marsupialis,Panthera onca,1.310200488,0.428896236,0.6222341,2.307782143,1.001450345
CSN,Didelphis marsupialis,Pecari tajacu,1.967734998,0.507094739,1.120549503,3.112236975,1.00108189
CSN,Didelphis marsupialis,Priodontes maximus,0.582432191,0.473802079,0.019407192,1.741037581,1.001037417
CSN,Didelphis marsupialis,Puma concolor,0.935093258,0.488980462,0.171617939,2.075689673,1.001079141
CSN,Didelphis marsupialis,Tapirus terrestris,0.993700851,0.365737609,0.3591799,1.784725442,1.001151757
CSN,Didelphis marsupialis,Tayassu pecari,1.248993162,0.333165731,0.661346566,1.98104829,1.001096036
CSN,Eira barbara,Leopardus pardalis,1.804473772,0.655175794,0.832863457,3.300984896,1.001179181
CSN,Eira barbara,Leopardus wiedii,1.754551348,0.92273718,0.602424877,4.07487615,1.001722764
CSN,Eira barbara,Mazama americana,1.049684087,0.137011053,0.731440645,1.314871156,1.001011227
CSN,Eira barbara,Mazama nemorivaga,1.552896224,0.492882757,0.728679421,2.609179766,1.00107097
CSN,Eira barbara,Myoprocta acouchy,1.425264918,0.443696481,0.68380848,2.391608685,1.00105653
CSN,Eira barbara,Myrmecophaga tridactyla,0.859146944,0.496670753,0.052438023,1.973722651,1.001581243
CSN,Eira barbara,Panthera onca,1.20239869,0.412038864,0.543802387,2.244747634,1.001040136
CSN,Eira barbara,Pecari tajacu,1.347561497,0.541870773,0.489071957,2.611229592,1.00132942
CSN,Eira barbara,Priodontes maximus,0.927715453,0.638885599,0.051607081,2.540666553,1.00101207
CSN,Eira barbara,Puma concolor,0.862984018,0.501090918,0.05478074,2.007536173,1.001336957
CSN,Eira barbara,Tapirus terrestris,0.938631434,0.431377024,0.189268705,1.919580585,1.001159495
CSN,Eira barbara,Tayassu pecari,1.270106818,0.375557761,0.663580769,2.163300548,1.001044484
CSN,Leopardus pardalis,Leopardus wiedii,1.405103234,0.479508758,0.626805694,2.509397347,1.001431398
CSN,Leopardus pardalis,Mazama americana,1.020874993,0.115313961,0.763722331,1.240659518,1.001043424
CSN,Leopardus pardalis,Mazama nemorivaga,1.10413808,0.279074875,0.586268864,1.694511183,1.001347901
